,BirthYear,HasSibling,Age,Sex,SingleorDoubleParent,EMP_HOURS_17,EMP_HOURS_18,EMP_HOURS_19,EMP_HOURS_20,EMP_HOURS_21,EMP_HOURS_22,EMP_HOURS_23,EMP_HOURS_24,EMP_HOURS_25,EMP_HOURS_26,EMP_HOURS_27,EMP_HOURS_28,EMP_HOURS_29,EMP_HOURS_30,EMP_HOURS_31,EMP_HOURS_32,EMP_HOURS_33,EMP_HOURS_34,EMP_HOURS_35,EducationStat_17,EducationStat_18,EducationStat_19,EducationStat_20,EducationStat_21,EducationStat_22,EducationStat_23,EducationStat_24,EducationStat_25,EducationStat_26,EducationStat_27,EducationStat_28,EducationStat_29,EducationStat_30,EducationStat_31,EducationStat_32,EducationStat_33,EducationStat_34,EducationStat_35,FinalRelationshipStat_17,FinalRelationshipStat_18,FinalRelationshipStat_19,FinalRelationshipStat_20,FinalRelationshipStat_21,FinalRelationshipStat_22,FinalRelationshipStat_23,FinalRelationshipStat_24,FinalRelationshipStat_25,FinalRelationshipStat_26,FinalRelationshipStat_27,FinalRelationshipStat_28,FinalRelationshipStat_29,FinalRelationshipStat_30,FinalRelationshipStat_31,FinalRelationshipStat_32,FinalRelationshipStat_33,FinalRelationshipStat_34,FinalRelationshipStat_35
3235,1982,0,15,1,0,0,1,1,1,1,1,2,1,0,1,2,1,2,2,2,2,2,2,2,8,8,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,5,5
3236,1980,0,17,1,0,2,2,2,2,0,2,0,0,0,0,1,2,1,2,2,2,2,0,0,8,9,9,4,4,4,4,10,4,10,10,10,10,6,6,6,6,6,11,0,1,2,4,6,6,6,6,6,6,6,6,8,8,8,6,6,6,6
3242,1981,0,16,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3243,1980,1,17,1,0,0,2,2,2,2,2,1,1,1,0,0,0,0,0,2,2,0,2,2,8,3,3,9,4,4,4,9,4,4,4,4,9,4,4,4,9,5,5,0,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6
3244,1983,1,14,1,0,0,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,8,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,1,1,1,1,3,3,5,5,5,5,5,5,5
3245,1984,1,13,1,0,1,1,1,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,9,4,4,4,4,9,9,5,10,10,10,10,10,6,6,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3248,1981,1,16,1,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,8,8,3,3,3,10,10,10,4,4,4,4,4,4,9,5,5,5,5,0,0,1,1,3,3,6,6,6,6,6,8,8,6,6,6,8,8,8
3252,1981,0,16,0,1,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,8,8,3,3,3,3,9,4,4,4,4,4,4,9,5,5,5,5,5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3265,1983,1,14,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,10,10,10,6,6,6,6,10,10,6,1,3,3,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7
3266,1980,0,17,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,8,8,9,9,10,10,10,4,4,9,9,9,5,5,5,5,5,5,5,0,1,1,1,1,3,3,4,4,4,4,4,6,6,6,6,6,6,6
3267,1981,0,16,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3269,1982,0,15,1,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,0,0,8,10,10,10,10,11,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,6,6
3272,1984,0,13,1,1,1,1,2,1,0,1,0,0,0,0,0,2,2,0,2,0,2,2,2,8,8,10,10,10,10,10,11,11,11,10,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,2,4,4,4,4,4,6,6,6,6,6,6
3275,1984,0,13,1,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,11,11,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,2,2,2,2,2,2,4,6,6,6,6,6,6,6
3278,1984,0,13,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,9,9,10,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,1982,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
3283,1984,0,13,0,1,2,0,1,1,2,2,2,0,2,0,0,0,2,2,2,2,2,0,1,8,8,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,4,4,2,2,2,2,2,4,4,4,6,8,8,8,8
3284,1981,1,16,1,0,1,2,2,0,0,0,2,0,2,0,2,1,1,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,5,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8
3286,1981,0,16,0,1,1,1,1,0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,8,9,9,9,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,1,1,5,7,7,7,7,5,5,5,5,7,7
3290,1984,0,13,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3291,1980,1,17,1,0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,4,4,4,4,2,2,2,2,2,2,2,2
3296,1984,0,13,1,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3298,1984,0,13,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
3301,1981,0,16,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,9,9,4,4,4,4,4,4,4,4,4,1,3,3,3,1,3,3,4,4,4,4,4,4,4,6,6,6,6,6
3304,1983,1,14,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,6,6,6,6,8,8,8,8,8,6,6,6,6,6,6
3308,1981,1,16,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,8,9,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3309,1983,1,14,1,0,1,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,8,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0,2,2,2,4,4,2,2,2,4,4,4,2,4,2,2,2,2
3310,1984,1,13,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,9,4,4,4,4,4,4,4,4,4,4,9,9,9,5,5,5,5,1,3,1,1,3,2,2,4,2,2,4,4,4,4,6,6,6,6,6
3312,1981,0,16,1,0,0,1,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,1,2,2,2,2,4,6,6,6,6,8,8,8,8,8,8,8,8,8
3318,1980,0,17,0,1,0,0,0,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,11,11,4,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3319,1980,0,17,1,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,9,9,9,10,10,4,4,9,9,9,9,4,9,9,9,9,0,0,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6
3322,1983,0,14,1,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,6,8,6,8,8,8,8,8,8,8,8,8
3325,1982,0,15,0,0,2,2,0,0,1,2,2,2,2,2,0,2,2,2,0,2,2,2,2,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8
3327,1982,0,15,1,0,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3331,1984,1,13,0,1,2,2,2,2,2,2,2,0,2,1,2,0,0,0,0,0,0,0,0,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,3,3,3,3,5,5,5,5,5,5,5
3334,1984,0,13,0,1,1,1,2,2,0,2,2,2,2,1,2,2,2,2,2,1,2,2,2,8,3,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,4,4,4,4,4,4,2,2,6,6,6,6,6,6,6
3336,1982,1,15,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2,2,4,6,6,6,8,8,8,8
3340,1983,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,8,8,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,2,2,2,2,2,2,2,4,6,6,6,6,6,6
3341,1981,1,16,1,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3342,1982,1,15,1,0,1,1,1,2,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,6,6
3346,1982,0,15,1,1,1,2,0,1,1,0,0,1,1,1,2,2,2,0,0,0,0,0,0,8,8,3,9,9,10,10,10,10,10,10,10,6,6,6,6,6,6,6,0,1,3,5,5,6,8,6,8,8,6,6,6,6,6,6,6,6,6
3351,1981,1,16,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4
3352,1982,1,15,0,1,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
3362,1980,0,17,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,8,9,9,9,4,10,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,5,5,5
3372,1982,1,15,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,8
3373,1984,1,13,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,2,2,2,4,6,6,6,6,6,6,6,6,6
3378,1984,1,13,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2
3384,1984,1,13,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,11,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1,1,1,1,5,5,5,5,5,5,5
3386,1982,0,15,1,0,0,0,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,11,11,11,11,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,2,2,4,2,2,2,2,4,6,6,6,6
3388,1984,1,13,0,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,8,9,9,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,4,2,2,2,2,2,2,4,6,6,6,6,6
3391,1983,0,14,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,8,10,10,10,10,10,6,11,11,11,11,11,11,11,11,7,7,7,7,1,1,1,1,1,1,2,4,4,4,4,6,6,6,6,6,6,6,6
3392,1984,0,13,0,1,0,1,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,8,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,8,6,6,6,6
3394,1981,1,16,1,0,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
3395,1981,1,16,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,4,4,4,6,6,6,6,6,6,6,8,8,8,8,8
3396,1982,1,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6
3402,1984,0,13,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,6,6,6,11,11,11,7,7,7,7,7,7,7,1,1,1,1,1,2,4,4,6,6,6,6,6,6,6,6,6,6,6
3403,1980,0,17,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6
3405,1981,0,16,1,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8
3406,1983,0,14,1,0,1,2,0,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,3,3,3,3,5,5,5,5,5,5,5,5,7
3407,1984,0,13,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,8,4,4,10,4,4,4,4,10,4,4,10,10,10,10,10,10,6,6,1,1,1,2,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6
3408,1981,0,16,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,1,0,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6
3410,1982,1,15,0,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6
3412,1982,1,15,1,1,1,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,9,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3420,1983,0,14,1,1,0,0,1,2,2,2,1,1,1,1,0,0,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,5,5,5,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3427,1983,0,14,0,1,0,0,0,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,1,1
3432,1981,0,16,0,1,0,0,0,1,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,1981,0,16,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,0,8,8,10,10,10,10,11,11,11,7,7,7,7,7,7,7,7,7,7,0,0,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
3434,1981,0,16,1,0,0,0,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6
3437,1980,0,17,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
3438,1980,1,17,0,1,1,0,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,9,9,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,2,4,4,4,4,6,6,6,6,6,6,6
3442,1981,1,16,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,6,6,6
3446,1981,0,16,0,1,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,8,10,4,9,9,9,5,5,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3
3447,1983,0,14,1,1,0,0,0,0,0,1,0,0,1,1,0,2,2,0,2,2,2,2,2,8,9,10,10,10,10,11,11,11,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,1983,1,14,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,11,11,11,11,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,2,2,2,2,6,6,6,6,6,6,6,6,6
3453,1983,1,14,1,1,0,0,0,0,1,0,0,0,2,2,0,0,2,2,2,2,2,2,2,8,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3
3456,1982,1,15,0,1,0,2,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,8,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,2,2,2,2,6,6,6,6,6,6,6,6,6,6
3458,1982,1,15,0,1,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,2,4,4,4,4,4,4,4,4,4,4
3459,1984,0,13,0,0,1,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,8,10,10,4,4,4,4,4,4,4,4,4,10,6,6,6,6,6,6,0,0,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6
3460,1982,0,15,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,1,1,2,2,8,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,1,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6
3465,1983,0,14,0,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,2,8,3,3,3,3,3,3,3,10,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3474,1984,1,13,0,1,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,8,10,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,1,2,4,4,4,2,2,2,2,2,2,2,4,4
3475,1980,0,17,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8,2,2,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7
3476,1983,1,14,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,4,10,4,10,4,4,10,6,6,6,6,6,6,10,0,2,2,2,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8
3478,1981,0,16,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,6,6,11,11,11,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,7,7,7
3480,1981,0,16,1,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,8,9,9,4,4,10,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,6,6,6,8,2,6,6,6,6,6,6,8,8,8,8,8
3481,1983,0,14,1,0,0,1,0,1,2,2,2,2,2,0,0,0,1,1,1,1,0,0,0,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,11,11,11,7,0,0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6
3487,1982,0,15,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,8,8,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,2,2
3490,1983,0,14,1,0,0,0,0,2,1,1,1,1,2,0,1,1,2,2,2,2,2,2,2,8,10,10,4,9,10,10,10,6,6,11,11,11,11,11,11,7,7,7,1,1,3,4,4,4,4,6,6,6,8,8,8,8,8,8,8,8,8
3494,1983,0,14,0,0,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,8,9,4,4,4,4,4,4,4,4,4,9,9,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2
3495,1981,0,16,1,0,2,2,0,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,8,9,4,9,9,4,9,9,4,9,5,9,9,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6
3496,1982,0,15,1,0,2,0,2,0,2,0,2,2,2,2,0,0,0,0,1,0,0,0,2,8,10,4,4,4,4,4,4,4,4,4,4,4,9,9,9,5,5,5,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8
3498,1983,1,14,1,0,1,0,0,1,1,2,2,1,1,2,2,1,0,2,2,2,0,2,2,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2
3501,1983,0,14,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3502,1980,0,17,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,4,4,4,4,4,4,4,9,9,4,4,9,5,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4
3504,1980,1,17,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,3,3,3,3,4,4,4,4,9,9,4,4,4,4,4,4,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3507,1984,0,13,0,1,1,0,0,0,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,9,9,9,5,5,5,5,5,5,5,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3512,1981,0,16,1,0,0,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,8,8,3,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,1,2,2,2,2,6,6,6,6,6,8,6,6,8,8,8,8,6,6
3513,1984,0,13,1,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,8,1,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3518,1983,0,14,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,10,10,10,11,11,7,7,7,7,7,7,7,7,7,7,7,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3
3519,1983,0,14,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,8,8
3523,1982,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6
3526,1980,0,17,1,1,2,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,11,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
3528,1982,0,15,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3529,1982,0,15,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,2,4,4,4,4,4,4,6,6,6,6
